interaction_id	domain	question_type	static_or_dynamic	query_time	query	answer	alt_ans	page_files
4ef3290a-1d97-4c93-a1d2-e57a5822e114	sports	simple	static	03/12/2024, 12:32:12 PT	how many professional teams are based in los angeles?	11	[]	"[""4ef3290a-1d97-4c93-a1d2-e57a5822e114__p0.html"", ""4ef3290a-1d97-4c93-a1d2-e57a5822e114__p1.html"", ""4ef3290a-1d97-4c93-a1d2-e57a5822e114__p2.html"", ""4ef3290a-1d97-4c93-a1d2-e57a5822e114__p3.html"", ""4ef3290a-1d97-4c93-a1d2-e57a5822e114__p4.html""]"
1b1a0725-6814-4c30-9adc-f3ec8b658c5e	finance	simple	real-time	02/28/2024, 08:27:17 PT	i'm looking for the p/e ratio of dks. would you happen to know what it is?	13.75	[]	"[""1b1a0725-6814-4c30-9adc-f3ec8b658c5e__p0.html"", ""1b1a0725-6814-4c30-9adc-f3ec8b658c5e__p1.html"", ""1b1a0725-6814-4c30-9adc-f3ec8b658c5e__p2.html"", ""1b1a0725-6814-4c30-9adc-f3ec8b658c5e__p3.html"", ""1b1a0725-6814-4c30-9adc-f3ec8b658c5e__p4.html""]"
91f3cf34-49bf-4da4-97ce-a04f3fc57467	movie	multi-hop	static	03/19/2024, 23:14:38 PT	what was mike epps's age at the time of next friday's release?	29	[]	"[""91f3cf34-49bf-4da4-97ce-a04f3fc57467__p0.html"", ""91f3cf34-49bf-4da4-97ce-a04f3fc57467__p1.html"", ""91f3cf34-49bf-4da4-97ce-a04f3fc57467__p2.html"", ""91f3cf34-49bf-4da4-97ce-a04f3fc57467__p3.html"", ""91f3cf34-49bf-4da4-97ce-a04f3fc57467__p4.html""]"
c225b0a2-227d-46e2-8366-4096f6dd5a87	sports	simple_w_condition	static	03/17/2024, 16:55:37 PT	who was the 2019 nfl mvp?	ravens quarterback lamar jackson was named the 2019 nfl mvp	[]	"[""c225b0a2-227d-46e2-8366-4096f6dd5a87__p0.html"", ""c225b0a2-227d-46e2-8366-4096f6dd5a87__p1.html"", ""c225b0a2-227d-46e2-8366-4096f6dd5a87__p2.html"", ""c225b0a2-227d-46e2-8366-4096f6dd5a87__p3.html"", ""c225b0a2-227d-46e2-8366-4096f6dd5a87__p4.html""]"
bf7d837c-3488-4373-be3d-5ab46a9bc5a1	music	simple_w_condition	static	03/13/2024, 09:49:13 PT	"what album did the killers release in 2004, which included the songs ""mr. brightside"" and ""jenny was a friend of mine""?"	"the killers released the album ""hot fuss"" in 2004, which included the songs ""mr. brightside"" and ""jenny was a friend of mine""."	[]	"[""bf7d837c-3488-4373-be3d-5ab46a9bc5a1__p0.html"", ""bf7d837c-3488-4373-be3d-5ab46a9bc5a1__p1.html"", ""bf7d837c-3488-4373-be3d-5ab46a9bc5a1__p2.html"", ""bf7d837c-3488-4373-be3d-5ab46a9bc5a1__p3.html"", ""bf7d837c-3488-4373-be3d-5ab46a9bc5a1__p4.html""]"
8c0e2c35-4cee-4375-8f7e-8e4d14007ad2	music	false_premise	static	03/10/2024, 23:29:13 PT	what is the name of the #1 single that shakira released in 2013?	invalid question	[]	"[""8c0e2c35-4cee-4375-8f7e-8e4d14007ad2__p0.html"", ""8c0e2c35-4cee-4375-8f7e-8e4d14007ad2__p1.html"", ""8c0e2c35-4cee-4375-8f7e-8e4d14007ad2__p2.html"", ""8c0e2c35-4cee-4375-8f7e-8e4d14007ad2__p3.html""]"
80365e4f-795e-4039-8afb-b7a8e8d54285	movie	post-processing	static	03/10/2024, 23:40:43 PT	what was the average budget for all movies in the harry potter series?	$147,375,000	[]	"[""80365e4f-795e-4039-8afb-b7a8e8d54285__p0.html"", ""80365e4f-795e-4039-8afb-b7a8e8d54285__p1.html"", ""80365e4f-795e-4039-8afb-b7a8e8d54285__p3.html""]"
2937d471-499c-476d-a15c-ee3bb76c21cc	finance	simple	real-time	02/28/2024, 08:03:32 PT	what was the volume of trading for colm on the most recent day that the market was open for trading?	464800	[]	"[""2937d471-499c-476d-a15c-ee3bb76c21cc__p0.html"", ""2937d471-499c-476d-a15c-ee3bb76c21cc__p1.html"", ""2937d471-499c-476d-a15c-ee3bb76c21cc__p2.html"", ""2937d471-499c-476d-a15c-ee3bb76c21cc__p3.html"", ""2937d471-499c-476d-a15c-ee3bb76c21cc__p4.html""]"
9be1e42c-e119-4379-a0b2-aaddc34eb429	sports	aggregation	slow-changing	03/17/2024, 16:58:01 PT	what is the total number of world cup victories for the brazilian national football (soccer) team?	in 22 world cup tournaments, brazil had 76 victories out of 114 matches.	[]	"[""9be1e42c-e119-4379-a0b2-aaddc34eb429__p0.html"", ""9be1e42c-e119-4379-a0b2-aaddc34eb429__p1.html"", ""9be1e42c-e119-4379-a0b2-aaddc34eb429__p2.html"", ""9be1e42c-e119-4379-a0b2-aaddc34eb429__p3.html"", ""9be1e42c-e119-4379-a0b2-aaddc34eb429__p4.html""]"
f5b05e1c-d861-4d49-aedc-8c6ea932ee07	sports	simple_w_condition	fast-changing	03/27/2024, 19:37:32 PT	what was clermont foot's score last week?	2	[]	"[""f5b05e1c-d861-4d49-aedc-8c6ea932ee07__p0.html"", ""f5b05e1c-d861-4d49-aedc-8c6ea932ee07__p1.html"", ""f5b05e1c-d861-4d49-aedc-8c6ea932ee07__p2.html"", ""f5b05e1c-d861-4d49-aedc-8c6ea932ee07__p3.html"", ""f5b05e1c-d861-4d49-aedc-8c6ea932ee07__p4.html""]"
c632eda4-916f-4fdc-a953-4b5e2dc64be9	finance	set	static	03/05/2024, 23:13:57 PT	which companies had the three largest funding rounds of 2023?	openai, stripe, anthropic	[]	"[""c632eda4-916f-4fdc-a953-4b5e2dc64be9__p0.html"", ""c632eda4-916f-4fdc-a953-4b5e2dc64be9__p1.html"", ""c632eda4-916f-4fdc-a953-4b5e2dc64be9__p2.html"", ""c632eda4-916f-4fdc-a953-4b5e2dc64be9__p3.html"", ""c632eda4-916f-4fdc-a953-4b5e2dc64be9__p4.html""]"
fa3412c6-4c86-4574-aeb6-66456bc79970	finance	comparison	static	03/05/2024, 23:11:25 PT	which company had the higher debt-to-equity ratio in 2023 between meta and microsoft?	microsoft had a 0.29 debt-to-equity ratio in 2023, higher than meta's 0.24.	[]	"[""fa3412c6-4c86-4574-aeb6-66456bc79970__p0.html"", ""fa3412c6-4c86-4574-aeb6-66456bc79970__p1.html"", ""fa3412c6-4c86-4574-aeb6-66456bc79970__p2.html"", ""fa3412c6-4c86-4574-aeb6-66456bc79970__p3.html"", ""fa3412c6-4c86-4574-aeb6-66456bc79970__p4.html""]"
17f084f8-5db0-41bf-b9b5-ec81b95e2191	finance	simple	real-time	02/28/2024, 08:32:22 PT	what's auph's earnings per share?	0.4	[]	"[""17f084f8-5db0-41bf-b9b5-ec81b95e2191__p0.html"", ""17f084f8-5db0-41bf-b9b5-ec81b95e2191__p1.html"", ""17f084f8-5db0-41bf-b9b5-ec81b95e2191__p2.html"", ""17f084f8-5db0-41bf-b9b5-ec81b95e2191__p3.html"", ""17f084f8-5db0-41bf-b9b5-ec81b95e2191__p4.html""]"
ef6a5c59-5008-40f1-aeef-849b81701755	music	post-processing	static	03/10/2024, 23:29:58 PT	what percentage of the year was adele's album number one on the billboard 200 in 2016?	~13% of the year	[]	"[""ef6a5c59-5008-40f1-aeef-849b81701755__p0.html"", ""ef6a5c59-5008-40f1-aeef-849b81701755__p1.html"", ""ef6a5c59-5008-40f1-aeef-849b81701755__p2.html"", ""ef6a5c59-5008-40f1-aeef-849b81701755__p3.html"", ""ef6a5c59-5008-40f1-aeef-849b81701755__p4.html""]"
6c8083ab-3c18-4ca0-8f42-a397ac9b4476	finance	simple_w_condition	fast-changing	02/23/2024, 15:00:13 PT	what were the low and high prices of leco on the most recent trading day?	$246.46, $250	[]	"[""6c8083ab-3c18-4ca0-8f42-a397ac9b4476__p0.html"", ""6c8083ab-3c18-4ca0-8f42-a397ac9b4476__p1.html"", ""6c8083ab-3c18-4ca0-8f42-a397ac9b4476__p2.html"", ""6c8083ab-3c18-4ca0-8f42-a397ac9b4476__p3.html"", ""6c8083ab-3c18-4ca0-8f42-a397ac9b4476__p4.html""]"
0281ab0c-116c-4f79-a46b-41f978ef0f17	music	set	static	03/17/2024, 17:08:00 PT	show me the founding members of the rolling stones	the original members were mick jagger, keith richards, brian jones, bill wyman, and charlie watts.	[]	"[""0281ab0c-116c-4f79-a46b-41f978ef0f17__p0.html"", ""0281ab0c-116c-4f79-a46b-41f978ef0f17__p1.html"", ""0281ab0c-116c-4f79-a46b-41f978ef0f17__p2.html"", ""0281ab0c-116c-4f79-a46b-41f978ef0f17__p3.html"", ""0281ab0c-116c-4f79-a46b-41f978ef0f17__p4.html""]"
ecce0ca3-ea92-4481-b4b6-cff3b7986bde	open	simple	static	02/28/2024, 10:19:34 PT	where did yakult originate?	japan	[]	"[""ecce0ca3-ea92-4481-b4b6-cff3b7986bde__p0.html"", ""ecce0ca3-ea92-4481-b4b6-cff3b7986bde__p1.html"", ""ecce0ca3-ea92-4481-b4b6-cff3b7986bde__p2.html"", ""ecce0ca3-ea92-4481-b4b6-cff3b7986bde__p4.html""]"
fadc8994-65cb-4929-8599-7f7b7b220844	music	set	static	03/13/2024, 10:00:20 PT	who were the founding members of the band the who?	the founding members of the who were roger daltrey, pete townshend and john entwistle.	[]	"[""fadc8994-65cb-4929-8599-7f7b7b220844__p0.html"", ""fadc8994-65cb-4929-8599-7f7b7b220844__p1.html"", ""fadc8994-65cb-4929-8599-7f7b7b220844__p2.html"", ""fadc8994-65cb-4929-8599-7f7b7b220844__p3.html"", ""fadc8994-65cb-4929-8599-7f7b7b220844__p4.html""]"
508a207a-f44d-4d4d-b875-4615878d250d	sports	aggregation	fast-changing	03/27/2024, 19:49:10 PT	how many points did michael ruffin score for free throws in the game on 2000-11-11?	0	[]	"[""508a207a-f44d-4d4d-b875-4615878d250d__p0.html"", ""508a207a-f44d-4d4d-b875-4615878d250d__p1.html"", ""508a207a-f44d-4d4d-b875-4615878d250d__p2.html"", ""508a207a-f44d-4d4d-b875-4615878d250d__p3.html"", ""508a207a-f44d-4d4d-b875-4615878d250d__p4.html""]"
8e71ea4f-0b1e-4560-a05e-69b322d96f49	open	aggregation	slow-changing	03/10/2024, 22:54:04 PT	how many times did ross geller get divorced?	3	[]	"[""8e71ea4f-0b1e-4560-a05e-69b322d96f49__p0.html"", ""8e71ea4f-0b1e-4560-a05e-69b322d96f49__p1.html"", ""8e71ea4f-0b1e-4560-a05e-69b322d96f49__p2.html"", ""8e71ea4f-0b1e-4560-a05e-69b322d96f49__p3.html"", ""8e71ea4f-0b1e-4560-a05e-69b322d96f49__p4.html""]"
ff7d4fd0-dccb-4d5c-8ad4-01c1187a324c	open	aggregation	slow-changing	02/28/2024, 10:09:15 PT	how many marriages has president james monroe had in the past?	1	[]	"[""ff7d4fd0-dccb-4d5c-8ad4-01c1187a324c__p0.html"", ""ff7d4fd0-dccb-4d5c-8ad4-01c1187a324c__p1.html"", ""ff7d4fd0-dccb-4d5c-8ad4-01c1187a324c__p2.html"", ""ff7d4fd0-dccb-4d5c-8ad4-01c1187a324c__p3.html"", ""ff7d4fd0-dccb-4d5c-8ad4-01c1187a324c__p4.html""]"
5b1d2543-33de-4243-b540-02597a4617ce	finance	comparison	slow-changing	03/10/2024, 23:03:10 PT	how do the historical market capitalizations of coca-cola and pepsico  compare over the past decade?	over the past decade, coca-cola has generally maintained a slightly higher market capitalization compared to pepsico.	[]	"[""5b1d2543-33de-4243-b540-02597a4617ce__p0.html"", ""5b1d2543-33de-4243-b540-02597a4617ce__p1.html"", ""5b1d2543-33de-4243-b540-02597a4617ce__p2.html"", ""5b1d2543-33de-4243-b540-02597a4617ce__p3.html"", ""5b1d2543-33de-4243-b540-02597a4617ce__p4.html""]"
58c1d9cb-83b5-46fa-a6a1-82b82b9b50de	movie	simple_w_condition	static	03/19/2024, 22:54:49 PT	was jen halley involved in the production of any movies that were released between 2001 and 2013?	yes	[]	"[""58c1d9cb-83b5-46fa-a6a1-82b82b9b50de__p0.html"", ""58c1d9cb-83b5-46fa-a6a1-82b82b9b50de__p1.html"", ""58c1d9cb-83b5-46fa-a6a1-82b82b9b50de__p2.html"", ""58c1d9cb-83b5-46fa-a6a1-82b82b9b50de__p3.html"", ""58c1d9cb-83b5-46fa-a6a1-82b82b9b50de__p4.html""]"
085d8971-5d3a-4d23-bb24-ad9557109dcf	finance	set	static	03/05/2024, 23:14:39 PT	what are the different sectors of the european market?	agriculture, food & fisheries, electronic communications, energy & environment, financial services, information communication technologies, media, motor vehicles, pharmaceuticals & health services, transport & tourism	[]	"[""085d8971-5d3a-4d23-bb24-ad9557109dcf__p0.html"", ""085d8971-5d3a-4d23-bb24-ad9557109dcf__p1.html"", ""085d8971-5d3a-4d23-bb24-ad9557109dcf__p2.html"", ""085d8971-5d3a-4d23-bb24-ad9557109dcf__p3.html"", ""085d8971-5d3a-4d23-bb24-ad9557109dcf__p4.html""]"
a2ab3629-3f6b-4cf7-a2fc-f3ace539f75e	sports	comparison	fast-changing	03/10/2024, 21:43:45 PT	which sport is the most watched in the us, football or basketball?	football	[]	"[""a2ab3629-3f6b-4cf7-a2fc-f3ace539f75e__p0.html"", ""a2ab3629-3f6b-4cf7-a2fc-f3ace539f75e__p1.html"", ""a2ab3629-3f6b-4cf7-a2fc-f3ace539f75e__p2.html"", ""a2ab3629-3f6b-4cf7-a2fc-f3ace539f75e__p3.html"", ""a2ab3629-3f6b-4cf7-a2fc-f3ace539f75e__p4.html""]"
7d757e92-ef35-47c8-b583-8fee4e589263	finance	simple	real-time	02/28/2024, 07:53:08 PT	can you provide me with the most recent stock price of curo today?	$0.24	[]	"[""7d757e92-ef35-47c8-b583-8fee4e589263__p0.html"", ""7d757e92-ef35-47c8-b583-8fee4e589263__p1.html"", ""7d757e92-ef35-47c8-b583-8fee4e589263__p2.html"", ""7d757e92-ef35-47c8-b583-8fee4e589263__p3.html"", ""7d757e92-ef35-47c8-b583-8fee4e589263__p4.html""]"
bff06e49-0be8-44f5-a42f-b4e5afa64c8b	sports	set	slow-changing	03/10/2024, 21:46:07 PT	what teams are minor league affiliates of the boston red sox?	worcester red sox, portland sea dogs, greenville drive, salem red sox	[]	"[""bff06e49-0be8-44f5-a42f-b4e5afa64c8b__p0.html"", ""bff06e49-0be8-44f5-a42f-b4e5afa64c8b__p1.html"", ""bff06e49-0be8-44f5-a42f-b4e5afa64c8b__p2.html"", ""bff06e49-0be8-44f5-a42f-b4e5afa64c8b__p3.html"", ""bff06e49-0be8-44f5-a42f-b4e5afa64c8b__p4.html""]"
57235d9f-2928-4609-aef9-a907fe72ecc2	movie	simple	static	03/19/2024, 23:18:14 PT	who made the creative decisions for hell swarm?	tim matheson	[]	"[""57235d9f-2928-4609-aef9-a907fe72ecc2__p0.html"", ""57235d9f-2928-4609-aef9-a907fe72ecc2__p1.html"", ""57235d9f-2928-4609-aef9-a907fe72ecc2__p2.html"", ""57235d9f-2928-4609-aef9-a907fe72ecc2__p3.html"", ""57235d9f-2928-4609-aef9-a907fe72ecc2__p4.html""]"
639d2cc0-99d6-4346-ac63-e963568d80f4	sports	aggregation	slow-changing	03/10/2024, 23:15:29 PT	how many teams make up the nfl?	32	[]	"[""639d2cc0-99d6-4346-ac63-e963568d80f4__p0.html"", ""639d2cc0-99d6-4346-ac63-e963568d80f4__p1.html"", ""639d2cc0-99d6-4346-ac63-e963568d80f4__p2.html"", ""639d2cc0-99d6-4346-ac63-e963568d80f4__p3.html"", ""639d2cc0-99d6-4346-ac63-e963568d80f4__p4.html""]"
d51dae6e-a884-4335-b7e7-1ded01b9fed3	finance	simple_w_condition	real-time	03/05/2024, 23:10:41 PT	is eli lilly and company's stock price up from its yearly open?	yes, eli lilly and company is currently trading around $769 - higher than its yearly opening price of $592.72.	[]	"[""d51dae6e-a884-4335-b7e7-1ded01b9fed3__p0.html"", ""d51dae6e-a884-4335-b7e7-1ded01b9fed3__p1.html"", ""d51dae6e-a884-4335-b7e7-1ded01b9fed3__p2.html"", ""d51dae6e-a884-4335-b7e7-1ded01b9fed3__p3.html"", ""d51dae6e-a884-4335-b7e7-1ded01b9fed3__p4.html""]"
9d6fef40-99f9-4477-abdd-1a9561776d3a	sports	set	static	03/13/2024, 09:23:43 PT	who are the three players with the most home runs in major league baseball history as of 2022?	as of 2022, barry bonds, hank aaron, and babe ruth are the top three players with the most home runs in major league baseball history	[]	"[""9d6fef40-99f9-4477-abdd-1a9561776d3a__p0.html"", ""9d6fef40-99f9-4477-abdd-1a9561776d3a__p1.html"", ""9d6fef40-99f9-4477-abdd-1a9561776d3a__p2.html"", ""9d6fef40-99f9-4477-abdd-1a9561776d3a__p3.html"", ""9d6fef40-99f9-4477-abdd-1a9561776d3a__p4.html""]"
6661fe49-f687-47f2-b16e-bf3c06de9d9c	finance	post-processing	static	03/10/2024, 23:09:36 PT	how much do i pay in interest this month on a $2,000 credit card balance that has a simple annual interest rate is 14.99% per annum?	$24.98	[]	"[""6661fe49-f687-47f2-b16e-bf3c06de9d9c__p0.html"", ""6661fe49-f687-47f2-b16e-bf3c06de9d9c__p1.html"", ""6661fe49-f687-47f2-b16e-bf3c06de9d9c__p2.html"", ""6661fe49-f687-47f2-b16e-bf3c06de9d9c__p3.html"", ""6661fe49-f687-47f2-b16e-bf3c06de9d9c__p4.html""]"
35d9f1d3-9b51-4d69-9add-2adf20928b1b	movie	false_premise	static	03/13/2024, 10:35:27 PT	what score did elle get on the asat test in legally blonde?	invalid question	[]	"[""35d9f1d3-9b51-4d69-9add-2adf20928b1b__p1.html"", ""35d9f1d3-9b51-4d69-9add-2adf20928b1b__p2.html"", ""35d9f1d3-9b51-4d69-9add-2adf20928b1b__p3.html""]"
a250a5fc-76ed-4de1-8005-b0ac944cc004	sports	simple_w_condition	static	03/10/2024, 21:42:56 PT	where was the first race of the 2011 f1 season?	australia	[]	"[""a250a5fc-76ed-4de1-8005-b0ac944cc004__p0.html"", ""a250a5fc-76ed-4de1-8005-b0ac944cc004__p1.html"", ""a250a5fc-76ed-4de1-8005-b0ac944cc004__p2.html"", ""a250a5fc-76ed-4de1-8005-b0ac944cc004__p3.html"", ""a250a5fc-76ed-4de1-8005-b0ac944cc004__p4.html""]"
7a77679e-d88b-4acf-9532-94e32233950b	finance	comparison	slow-changing	02/23/2024, 15:00:28 PT	which company distribute more dividends this year, muj or  tcbio?	muj	[]	"[""7a77679e-d88b-4acf-9532-94e32233950b__p0.html"", ""7a77679e-d88b-4acf-9532-94e32233950b__p1.html"", ""7a77679e-d88b-4acf-9532-94e32233950b__p2.html"", ""7a77679e-d88b-4acf-9532-94e32233950b__p3.html"", ""7a77679e-d88b-4acf-9532-94e32233950b__p4.html""]"
58626c02-73e6-4f27-aec8-e6c337fafe95	movie	set	static	03/13/2024, 10:27:18 PT	what are the names of all the movies in the the godfather franchise?	"the names of the movies in the the godfather franchise are ""the godfather"", ""the godfather part ii"", and ""the godfather part iii""."	[]	"[""58626c02-73e6-4f27-aec8-e6c337fafe95__p0.html"", ""58626c02-73e6-4f27-aec8-e6c337fafe95__p1.html"", ""58626c02-73e6-4f27-aec8-e6c337fafe95__p2.html"", ""58626c02-73e6-4f27-aec8-e6c337fafe95__p3.html"", ""58626c02-73e6-4f27-aec8-e6c337fafe95__p4.html""]"
e236c396-9a53-4af8-bfe7-cbbe9c30e87a	finance	simple	real-time	02/28/2024, 08:01:03 PT	what was sfwl's closing stock price on the most recent friday?	$1.76	[]	"[""e236c396-9a53-4af8-bfe7-cbbe9c30e87a__p0.html"", ""e236c396-9a53-4af8-bfe7-cbbe9c30e87a__p1.html"", ""e236c396-9a53-4af8-bfe7-cbbe9c30e87a__p2.html"", ""e236c396-9a53-4af8-bfe7-cbbe9c30e87a__p3.html"", ""e236c396-9a53-4af8-bfe7-cbbe9c30e87a__p4.html""]"
0bc90619-c2c7-4cf2-958a-1bf05d8dff72	music	simple_w_condition	static	03/13/2024, 09:47:05 PT	"what album did bruno mars release in 2012, which included the songs ""locked out of heaven"" and ""when i was your man""?"	"bruno mars released the album ""unorthodox jukebox"" in 2012, which included the songs ""locked out of heaven"" and ""when i was your man""."	[]	"[""0bc90619-c2c7-4cf2-958a-1bf05d8dff72__p0.html"", ""0bc90619-c2c7-4cf2-958a-1bf05d8dff72__p1.html"", ""0bc90619-c2c7-4cf2-958a-1bf05d8dff72__p2.html"", ""0bc90619-c2c7-4cf2-958a-1bf05d8dff72__p3.html"", ""0bc90619-c2c7-4cf2-958a-1bf05d8dff72__p4.html""]"
40da23a9-d45d-4afa-b5d3-8da790da9d40	sports	simple_w_condition	static	03/17/2024, 16:55:00 PT	who won the super bowl in 2019?	new england patriots	[]	"[""40da23a9-d45d-4afa-b5d3-8da790da9d40__p0.html"", ""40da23a9-d45d-4afa-b5d3-8da790da9d40__p1.html"", ""40da23a9-d45d-4afa-b5d3-8da790da9d40__p2.html"", ""40da23a9-d45d-4afa-b5d3-8da790da9d40__p3.html"", ""40da23a9-d45d-4afa-b5d3-8da790da9d40__p4.html""]"
6d232fe0-e4f9-4b40-a585-d1f9b685f21d	finance	comparison	fast-changing	03/13/2024, 08:41:59 PT	which company has a higher return on assets, visa or mastercard?	as of the current financial data, visa has a higher return on assets than mastercard, with a return on assets of 23.63% compared to mastercard's 20.45%.	[]	"[""6d232fe0-e4f9-4b40-a585-d1f9b685f21d__p0.html"", ""6d232fe0-e4f9-4b40-a585-d1f9b685f21d__p1.html"", ""6d232fe0-e4f9-4b40-a585-d1f9b685f21d__p2.html"", ""6d232fe0-e4f9-4b40-a585-d1f9b685f21d__p3.html"", ""6d232fe0-e4f9-4b40-a585-d1f9b685f21d__p4.html""]"
81148a6f-de74-4624-a2b3-794e9ed5ab76	sports	multi-hop	static	03/10/2024, 21:50:33 PT	what was the 76ers' record the year allen iverson won mvp?	56-26	[]	"[""81148a6f-de74-4624-a2b3-794e9ed5ab76__p0.html"", ""81148a6f-de74-4624-a2b3-794e9ed5ab76__p1.html"", ""81148a6f-de74-4624-a2b3-794e9ed5ab76__p2.html"", ""81148a6f-de74-4624-a2b3-794e9ed5ab76__p3.html"", ""81148a6f-de74-4624-a2b3-794e9ed5ab76__p4.html""]"
764389ef-bcae-49a8-85e9-ffcbd4e550d7	music	simple	static	03/17/2024, 17:03:59 PT	"what iconic band released ""stairway to heaven"" in 1971?"	stairway to heaven is a song by english rock band led zeppelin, released in late 1971 by atlantic records.	[]	"[""764389ef-bcae-49a8-85e9-ffcbd4e550d7__p0.html"", ""764389ef-bcae-49a8-85e9-ffcbd4e550d7__p1.html"", ""764389ef-bcae-49a8-85e9-ffcbd4e550d7__p2.html"", ""764389ef-bcae-49a8-85e9-ffcbd4e550d7__p3.html"", ""764389ef-bcae-49a8-85e9-ffcbd4e550d7__p4.html""]"
6ad1e71e-273c-4433-b671-c3beacefd3ad	movie	simple	static	03/19/2024, 23:28:17 PT	is louis, martin & michael different originally in french	no	[]	"[""6ad1e71e-273c-4433-b671-c3beacefd3ad__p0.html"", ""6ad1e71e-273c-4433-b671-c3beacefd3ad__p1.html"", ""6ad1e71e-273c-4433-b671-c3beacefd3ad__p2.html"", ""6ad1e71e-273c-4433-b671-c3beacefd3ad__p3.html"", ""6ad1e71e-273c-4433-b671-c3beacefd3ad__p4.html""]"
7593f33d-1f12-4f27-bcb2-87a034a3b8f2	open	set	static	02/28/2024, 10:35:45 PT	what are the telephone area codes for the city of boise, idaho?	208, 986	[]	"[""7593f33d-1f12-4f27-bcb2-87a034a3b8f2__p0.html"", ""7593f33d-1f12-4f27-bcb2-87a034a3b8f2__p1.html"", ""7593f33d-1f12-4f27-bcb2-87a034a3b8f2__p2.html"", ""7593f33d-1f12-4f27-bcb2-87a034a3b8f2__p3.html"", ""7593f33d-1f12-4f27-bcb2-87a034a3b8f2__p4.html""]"
931a809a-c594-46d4-bb94-1fc96750f2f7	sports	false_premise	static	03/13/2024, 09:31:40 PT	how many times has david beckham won the fifa world player of the year award?	invalid question	[0]	"[""931a809a-c594-46d4-bb94-1fc96750f2f7__p0.html"", ""931a809a-c594-46d4-bb94-1fc96750f2f7__p1.html"", ""931a809a-c594-46d4-bb94-1fc96750f2f7__p2.html"", ""931a809a-c594-46d4-bb94-1fc96750f2f7__p3.html"", ""931a809a-c594-46d4-bb94-1fc96750f2f7__p4.html""]"
24dad42d-3f22-44cc-97b0-eec13daaf629	sports	simple_w_condition	fast-changing	03/15/2024, 15:51:26 PT	what team will manchester utd go head-to-head against in their next match in eng-premier league?	sheffield utd	[]	"[""24dad42d-3f22-44cc-97b0-eec13daaf629__p0.html"", ""24dad42d-3f22-44cc-97b0-eec13daaf629__p1.html"", ""24dad42d-3f22-44cc-97b0-eec13daaf629__p2.html"", ""24dad42d-3f22-44cc-97b0-eec13daaf629__p3.html"", ""24dad42d-3f22-44cc-97b0-eec13daaf629__p4.html""]"
c56ad40f-e035-4fe5-b4f6-d231d693096b	open	multi-hop	static	03/17/2024, 16:33:02 PT	what age did ferdinand magelan discovered the philippines	41 years old	[]	"[""c56ad40f-e035-4fe5-b4f6-d231d693096b__p0.html"", ""c56ad40f-e035-4fe5-b4f6-d231d693096b__p1.html"", ""c56ad40f-e035-4fe5-b4f6-d231d693096b__p3.html"", ""c56ad40f-e035-4fe5-b4f6-d231d693096b__p4.html""]"
c07fbb24-258d-4540-8250-aa4d83519730	music	simple	static	03/21/2024, 23:42:00 PT	can you tell me where kanye west is originally from?	us	"[""atlanta, georgia""]"	"[""c07fbb24-258d-4540-8250-aa4d83519730__p0.html"", ""c07fbb24-258d-4540-8250-aa4d83519730__p1.html"", ""c07fbb24-258d-4540-8250-aa4d83519730__p2.html"", ""c07fbb24-258d-4540-8250-aa4d83519730__p3.html"", ""c07fbb24-258d-4540-8250-aa4d83519730__p4.html""]"
a2a90080-6a9a-47be-beb7-a08b0065ca99	finance	simple	real-time	02/28/2024, 08:29:16 PT	what's the price-to-earnings ratio of ovbc as of now?	i don't know	[]	"[""a2a90080-6a9a-47be-beb7-a08b0065ca99__p0.html"", ""a2a90080-6a9a-47be-beb7-a08b0065ca99__p1.html"", ""a2a90080-6a9a-47be-beb7-a08b0065ca99__p2.html"", ""a2a90080-6a9a-47be-beb7-a08b0065ca99__p3.html"", ""a2a90080-6a9a-47be-beb7-a08b0065ca99__p4.html""]"
cc2b1cc1-ccd6-44af-a472-ebddab30ff0e	movie	multi-hop	static	03/05/2024, 23:38:58 PT	when did the lead actor of naked gun die?	leslie nielsen, the lead actor of naked gun, died in 2010.	[]	"[""cc2b1cc1-ccd6-44af-a472-ebddab30ff0e__p0.html"", ""cc2b1cc1-ccd6-44af-a472-ebddab30ff0e__p1.html"", ""cc2b1cc1-ccd6-44af-a472-ebddab30ff0e__p2.html"", ""cc2b1cc1-ccd6-44af-a472-ebddab30ff0e__p3.html"", ""cc2b1cc1-ccd6-44af-a472-ebddab30ff0e__p4.html""]"
6d325128-6b64-4045-ae5f-c4ebab5d842d	movie	simple_w_condition	static	03/10/2024, 23:32:22 PT	what 2010 film was directed by christopher nolan?	inception	[]	"[""6d325128-6b64-4045-ae5f-c4ebab5d842d__p0.html"", ""6d325128-6b64-4045-ae5f-c4ebab5d842d__p1.html"", ""6d325128-6b64-4045-ae5f-c4ebab5d842d__p2.html"", ""6d325128-6b64-4045-ae5f-c4ebab5d842d__p3.html"", ""6d325128-6b64-4045-ae5f-c4ebab5d842d__p4.html""]"
