interaction_id	domain	question_type	static_or_dynamic	query_time	query	answer	alt_ans	page_files
f6ec3079-f18e-4360-bee2-e60bff63df8e	movie	simple	static	03/19/2024, 23:43:55 PT	what was the date twists in the cord (or) … other extensions of the telephone was released for public view?	1994-01-01	"[""1994""]"	"[""f6ec3079-f18e-4360-bee2-e60bff63df8e__p1.html"", ""f6ec3079-f18e-4360-bee2-e60bff63df8e__p2.html"", ""f6ec3079-f18e-4360-bee2-e60bff63df8e__p3.html"", ""f6ec3079-f18e-4360-bee2-e60bff63df8e__p4.html""]"
3183f25b-f868-4352-b605-9158829561d1	sports	set	slow-changing	03/10/2024, 21:46:44 PT	what nfl teams have never made the super bowl?	browns, lions, jaguars, texans	[]	"[""3183f25b-f868-4352-b605-9158829561d1__p0.html"", ""3183f25b-f868-4352-b605-9158829561d1__p1.html"", ""3183f25b-f868-4352-b605-9158829561d1__p2.html"", ""3183f25b-f868-4352-b605-9158829561d1__p3.html"", ""3183f25b-f868-4352-b605-9158829561d1__p4.html""]"
a00bb355-d094-41df-a1de-2514e36c5f6e	music	simple_w_condition	static	03/10/2024, 23:21:53 PT	how many appearances did gloria estefan make in the superbowl by 2024?	the artist gloria estefan had a total of three superbowl appearances.	[]	"[""a00bb355-d094-41df-a1de-2514e36c5f6e__p0.html"", ""a00bb355-d094-41df-a1de-2514e36c5f6e__p1.html"", ""a00bb355-d094-41df-a1de-2514e36c5f6e__p2.html"", ""a00bb355-d094-41df-a1de-2514e36c5f6e__p3.html"", ""a00bb355-d094-41df-a1de-2514e36c5f6e__p4.html""]"
8fd50ea1-a7fe-4eb3-a83b-a35adc7b20fc	open	simple	static	03/12/2024, 12:21:53 PT	what's the name of gordon ramsay's restaurant in at caesars?	gordon ramsay hell’s kitchen	"[""gordon ramsay pub & grill"", ""gordon ramsay pub & grill, gordon ramsay hell’s kitchen""]"	"[""8fd50ea1-a7fe-4eb3-a83b-a35adc7b20fc__p0.html"", ""8fd50ea1-a7fe-4eb3-a83b-a35adc7b20fc__p1.html"", ""8fd50ea1-a7fe-4eb3-a83b-a35adc7b20fc__p2.html"", ""8fd50ea1-a7fe-4eb3-a83b-a35adc7b20fc__p3.html"", ""8fd50ea1-a7fe-4eb3-a83b-a35adc7b20fc__p4.html""]"
aa9438c7-a3a3-43b6-8c31-77b9629796cb	finance	simple	real-time	02/28/2024, 08:05:20 PT	what's the trading volume of mgrm on the last trading day?	27100	[]	"[""aa9438c7-a3a3-43b6-8c31-77b9629796cb__p0.html"", ""aa9438c7-a3a3-43b6-8c31-77b9629796cb__p1.html"", ""aa9438c7-a3a3-43b6-8c31-77b9629796cb__p2.html"", ""aa9438c7-a3a3-43b6-8c31-77b9629796cb__p3.html"", ""aa9438c7-a3a3-43b6-8c31-77b9629796cb__p4.html""]"
33d82fdc-836c-4e26-b78a-94a266627e05	movie	false_premise	static	03/10/2024, 23:40:02 PT	which academy awards category did the color purple win?	invalid question	[]	"[""33d82fdc-836c-4e26-b78a-94a266627e05__p0.html"", ""33d82fdc-836c-4e26-b78a-94a266627e05__p1.html"", ""33d82fdc-836c-4e26-b78a-94a266627e05__p4.html""]"
a4a61102-09a7-479c-a369-46cd76ed33df	music	simple_w_condition	static	03/21/2024, 23:35:14 PT	can you tell me how many grammies were won by arlo guthrie until 60th grammy (2017)?	1	[]	"[""a4a61102-09a7-479c-a369-46cd76ed33df__p0.html"", ""a4a61102-09a7-479c-a369-46cd76ed33df__p1.html"", ""a4a61102-09a7-479c-a369-46cd76ed33df__p2.html"", ""a4a61102-09a7-479c-a369-46cd76ed33df__p3.html"", ""a4a61102-09a7-479c-a369-46cd76ed33df__p4.html""]"
aa615125-42c2-4159-8b9f-f41ec7ec596e	movie	comparison	static	03/05/2024, 23:30:25 PT	which movie cost more to create, star wars: new hope or avengers: endgame?	avengers: endgame has one of the highest production costs at $356 million while star wars: new hope had a production cost of $11 million.	[]	"[""aa615125-42c2-4159-8b9f-f41ec7ec596e__p0.html"", ""aa615125-42c2-4159-8b9f-f41ec7ec596e__p2.html""]"
13ea1049-2593-4f93-a46e-89dc336f1e91	open	multi-hop	static	02/28/2024, 10:06:38 PT	where did the lead designer of fortran get his m.s. from?	columbia university	[]	"[""13ea1049-2593-4f93-a46e-89dc336f1e91__p0.html"", ""13ea1049-2593-4f93-a46e-89dc336f1e91__p1.html"", ""13ea1049-2593-4f93-a46e-89dc336f1e91__p2.html"", ""13ea1049-2593-4f93-a46e-89dc336f1e91__p3.html"", ""13ea1049-2593-4f93-a46e-89dc336f1e91__p4.html""]"
b4e25eb6-79e1-462e-8e6b-3f8830c2bb17	movie	simple_w_condition	static	03/17/2024, 17:12:47 PT	which movie won the academy award for best film in 2020?	parasite won best film in 2020.	[]	"[""b4e25eb6-79e1-462e-8e6b-3f8830c2bb17__p0.html"", ""b4e25eb6-79e1-462e-8e6b-3f8830c2bb17__p1.html"", ""b4e25eb6-79e1-462e-8e6b-3f8830c2bb17__p2.html"", ""b4e25eb6-79e1-462e-8e6b-3f8830c2bb17__p3.html"", ""b4e25eb6-79e1-462e-8e6b-3f8830c2bb17__p4.html""]"
d379af33-b53b-4d4c-95c7-9b189257777e	finance	comparison	fast-changing	03/13/2024, 08:44:21 PT	which company has a higher debt-to-equity ratio, autodesk or cdw?	as of the current financial data, cdw has a higher debt-to-equity ratio than autodesk, with a debt-to-equity ratio of 3.07 compared to autodesk's 1.79.	[]	"[""d379af33-b53b-4d4c-95c7-9b189257777e__p0.html"", ""d379af33-b53b-4d4c-95c7-9b189257777e__p1.html"", ""d379af33-b53b-4d4c-95c7-9b189257777e__p2.html"", ""d379af33-b53b-4d4c-95c7-9b189257777e__p3.html"", ""d379af33-b53b-4d4c-95c7-9b189257777e__p4.html""]"
be92e351-9182-41d9-9908-ddfd9c3977b0	finance	simple	real-time	02/28/2024, 08:20:45 PT	which day did eqix last distribute dividends to its shareholders?	2024-02-27	[]	"[""be92e351-9182-41d9-9908-ddfd9c3977b0__p0.html"", ""be92e351-9182-41d9-9908-ddfd9c3977b0__p1.html"", ""be92e351-9182-41d9-9908-ddfd9c3977b0__p2.html"", ""be92e351-9182-41d9-9908-ddfd9c3977b0__p3.html"", ""be92e351-9182-41d9-9908-ddfd9c3977b0__p4.html""]"
9b770c69-f54f-46d8-bbb4-d89e098d82fb	movie	simple	static	03/19/2024, 23:20:08 PT	do you know who the director of katherine ryan: in trouble is?	colin dench	[]	"[""9b770c69-f54f-46d8-bbb4-d89e098d82fb__p0.html"", ""9b770c69-f54f-46d8-bbb4-d89e098d82fb__p1.html"", ""9b770c69-f54f-46d8-bbb4-d89e098d82fb__p2.html"", ""9b770c69-f54f-46d8-bbb4-d89e098d82fb__p3.html"", ""9b770c69-f54f-46d8-bbb4-d89e098d82fb__p4.html""]"
f37ed44a-20bb-4332-8d42-8d21494327d7	movie	simple	slow-changing	03/19/2024, 23:28:49 PT	what is the language that the man who lost himself was released in?	en	[]	"[""f37ed44a-20bb-4332-8d42-8d21494327d7__p0.html"", ""f37ed44a-20bb-4332-8d42-8d21494327d7__p1.html"", ""f37ed44a-20bb-4332-8d42-8d21494327d7__p2.html"", ""f37ed44a-20bb-4332-8d42-8d21494327d7__p3.html"", ""f37ed44a-20bb-4332-8d42-8d21494327d7__p4.html""]"
65d5c254-0eab-4ed8-b819-e4a4be7abacb	movie	simple	static	03/19/2024, 23:21:15 PT	when was the birth of michael bay?	1965-02-17	[]	"[""65d5c254-0eab-4ed8-b819-e4a4be7abacb__p0.html"", ""65d5c254-0eab-4ed8-b819-e4a4be7abacb__p1.html"", ""65d5c254-0eab-4ed8-b819-e4a4be7abacb__p2.html"", ""65d5c254-0eab-4ed8-b819-e4a4be7abacb__p3.html"", ""65d5c254-0eab-4ed8-b819-e4a4be7abacb__p4.html""]"
7e774534-4a8e-4ae1-940b-42ca09d76b73	finance	simple	real-time	02/28/2024, 08:23:21 PT	what is the most recent date that nml paid dividends to its shareholders?	2024-02-14	[]	"[""7e774534-4a8e-4ae1-940b-42ca09d76b73__p0.html"", ""7e774534-4a8e-4ae1-940b-42ca09d76b73__p1.html"", ""7e774534-4a8e-4ae1-940b-42ca09d76b73__p2.html"", ""7e774534-4a8e-4ae1-940b-42ca09d76b73__p3.html"", ""7e774534-4a8e-4ae1-940b-42ca09d76b73__p4.html""]"
60639bb8-cd12-48e7-9b20-668835842517	sports	aggregation	slow-changing	03/13/2024, 09:21:14 PT	how many grand slam titles has andy murray won?	andy murray has won 3 grand slam titles.	[]	"[""60639bb8-cd12-48e7-9b20-668835842517__p0.html"", ""60639bb8-cd12-48e7-9b20-668835842517__p1.html"", ""60639bb8-cd12-48e7-9b20-668835842517__p2.html"", ""60639bb8-cd12-48e7-9b20-668835842517__p3.html"", ""60639bb8-cd12-48e7-9b20-668835842517__p4.html""]"
05f3814f-5d03-4674-9579-32e3c73bb017	open	comparison	static	03/17/2024, 16:33:53 PT	is asia a bigger continent than europe?	yes, asia (17,226,000 sq mi) is bigger than europe (3,900,000 sq mi)	[]	"[""05f3814f-5d03-4674-9579-32e3c73bb017__p1.html"", ""05f3814f-5d03-4674-9579-32e3c73bb017__p2.html"", ""05f3814f-5d03-4674-9579-32e3c73bb017__p3.html"", ""05f3814f-5d03-4674-9579-32e3c73bb017__p4.html""]"
97709277-bc5d-4235-9cc7-f0e162ce4791	music	set	slow-changing	03/17/2024, 17:08:55 PT	list the members of paramore	singer hayley williams, drummer zac farro, and guitarist taylor york.	[]	"[""97709277-bc5d-4235-9cc7-f0e162ce4791__p0.html"", ""97709277-bc5d-4235-9cc7-f0e162ce4791__p1.html"", ""97709277-bc5d-4235-9cc7-f0e162ce4791__p2.html"", ""97709277-bc5d-4235-9cc7-f0e162ce4791__p3.html"", ""97709277-bc5d-4235-9cc7-f0e162ce4791__p4.html""]"
24e31555-f0f6-42c9-8f39-e89478668179	movie	simple	static	03/19/2024, 23:48:29 PT	which film secured the best visual effects oscar in 2005?	spider-man 2	[]	"[""24e31555-f0f6-42c9-8f39-e89478668179__p0.html"", ""24e31555-f0f6-42c9-8f39-e89478668179__p1.html"", ""24e31555-f0f6-42c9-8f39-e89478668179__p2.html"", ""24e31555-f0f6-42c9-8f39-e89478668179__p3.html"", ""24e31555-f0f6-42c9-8f39-e89478668179__p4.html""]"
3008a669-e457-462b-ae7c-4b91ad9a3ed8	music	simple_w_condition	static	03/13/2024, 09:47:27 PT	"what album did toby keith release in 1997, which included the songs ""dream walkin'"" and ""tired""?"	"toby keith released the album ""dream walkin'"" in 1997, which included the songs ""dream walkin'"" and ""tired""."	[]	"[""3008a669-e457-462b-ae7c-4b91ad9a3ed8__p0.html"", ""3008a669-e457-462b-ae7c-4b91ad9a3ed8__p2.html"", ""3008a669-e457-462b-ae7c-4b91ad9a3ed8__p3.html"", ""3008a669-e457-462b-ae7c-4b91ad9a3ed8__p4.html""]"
4a2872d3-db18-4242-b565-cbf87ebc1c92	music	aggregation	static	03/13/2024, 09:54:32 PT	how many songs has the band the beatles released that have been recorded at abbey road studios?	the beatles have released 190 songs that have been recorded at abbey road studios.	[]	"[""4a2872d3-db18-4242-b565-cbf87ebc1c92__p0.html"", ""4a2872d3-db18-4242-b565-cbf87ebc1c92__p1.html"", ""4a2872d3-db18-4242-b565-cbf87ebc1c92__p2.html"", ""4a2872d3-db18-4242-b565-cbf87ebc1c92__p3.html"", ""4a2872d3-db18-4242-b565-cbf87ebc1c92__p4.html""]"
5d250283-8e8b-48d0-9538-6fdee8b4079f	finance	simple_w_condition	fast-changing	02/23/2024, 15:00:54 PT	what is the trading volume of polypid on wed?	2,500	[]	"[""5d250283-8e8b-48d0-9538-6fdee8b4079f__p0.html"", ""5d250283-8e8b-48d0-9538-6fdee8b4079f__p1.html"", ""5d250283-8e8b-48d0-9538-6fdee8b4079f__p2.html"", ""5d250283-8e8b-48d0-9538-6fdee8b4079f__p3.html"", ""5d250283-8e8b-48d0-9538-6fdee8b4079f__p4.html""]"
d7258314-a55e-42f5-a8e8-3e2982f50dbe	movie	set	static	03/17/2024, 17:17:41 PT	which actors were nominated for best leading role in 2022?	actors nominated in 2022 are: will smith, javier bardem, benedict cumberbatch, andrew garfield, denzel washington	[]	"[""d7258314-a55e-42f5-a8e8-3e2982f50dbe__p0.html"", ""d7258314-a55e-42f5-a8e8-3e2982f50dbe__p1.html"", ""d7258314-a55e-42f5-a8e8-3e2982f50dbe__p2.html"", ""d7258314-a55e-42f5-a8e8-3e2982f50dbe__p3.html"", ""d7258314-a55e-42f5-a8e8-3e2982f50dbe__p4.html""]"
d94f14d1-87ef-43c9-ab6d-ff4dd695d517	sports	aggregation	slow-changing	03/13/2024, 09:22:48 PT	how many grand slam titles have roger federer and rafael nadal won combined?	roger federer and rafael nadal have won a combined 42 grand slam titles.	[]	"[""d94f14d1-87ef-43c9-ab6d-ff4dd695d517__p0.html"", ""d94f14d1-87ef-43c9-ab6d-ff4dd695d517__p1.html"", ""d94f14d1-87ef-43c9-ab6d-ff4dd695d517__p2.html"", ""d94f14d1-87ef-43c9-ab6d-ff4dd695d517__p3.html"", ""d94f14d1-87ef-43c9-ab6d-ff4dd695d517__p4.html""]"
f57c42db-a07a-43f7-aeec-30e8cbd841ce	music	aggregation	slow-changing	03/13/2024, 09:51:04 PT	how many albums has the band radiohead released that have reached number one on the uk albums chart?	radiohead has released a total of 6 albums that have reached number one on the uk albums chart.	[]	"[""f57c42db-a07a-43f7-aeec-30e8cbd841ce__p0.html"", ""f57c42db-a07a-43f7-aeec-30e8cbd841ce__p1.html"", ""f57c42db-a07a-43f7-aeec-30e8cbd841ce__p2.html"", ""f57c42db-a07a-43f7-aeec-30e8cbd841ce__p3.html"", ""f57c42db-a07a-43f7-aeec-30e8cbd841ce__p4.html""]"
db186eae-480f-4fad-880d-37c7642af964	open	false_premise	slow-changing	02/28/2024, 10:27:39 PT	who owned the company that published in touch weekly in 2000?	invalid question	[]	"[""db186eae-480f-4fad-880d-37c7642af964__p0.html"", ""db186eae-480f-4fad-880d-37c7642af964__p1.html"", ""db186eae-480f-4fad-880d-37c7642af964__p2.html"", ""db186eae-480f-4fad-880d-37c7642af964__p3.html"", ""db186eae-480f-4fad-880d-37c7642af964__p4.html""]"
de397241-8ea4-4d95-8564-4246ae47c4ee	open	comparison	slow-changing	03/13/2024, 08:12:39 PT	who has been in more tv shows, emma stone or jennifer lawrence?	"jennifer lawrence has been in more tv shows than emma stone , with her roles in ""monk"" and ""the bill engvall show"" among others, while emma has primarily focused on film roles, with only a few tv appearances."	[]	"[""de397241-8ea4-4d95-8564-4246ae47c4ee__p0.html"", ""de397241-8ea4-4d95-8564-4246ae47c4ee__p2.html"", ""de397241-8ea4-4d95-8564-4246ae47c4ee__p3.html""]"
d2345f71-6ec1-4017-8a75-40c587accd62	movie	simple_w_condition	static	03/19/2024, 22:55:46 PT	what was the first movie directed by dito montiel?	a guide to recognizing your saints	[]	"[""d2345f71-6ec1-4017-8a75-40c587accd62__p0.html"", ""d2345f71-6ec1-4017-8a75-40c587accd62__p1.html"", ""d2345f71-6ec1-4017-8a75-40c587accd62__p2.html"", ""d2345f71-6ec1-4017-8a75-40c587accd62__p3.html"", ""d2345f71-6ec1-4017-8a75-40c587accd62__p4.html""]"
251c298e-e240-444d-ade3-426b99cd03b1	sports	simple	slow-changing	03/12/2024, 12:30:32 PT	how many teams make the playoffs in the nba?	16	[]	"[""251c298e-e240-444d-ade3-426b99cd03b1__p0.html"", ""251c298e-e240-444d-ade3-426b99cd03b1__p1.html"", ""251c298e-e240-444d-ade3-426b99cd03b1__p2.html"", ""251c298e-e240-444d-ade3-426b99cd03b1__p3.html"", ""251c298e-e240-444d-ade3-426b99cd03b1__p4.html""]"
0045efd0-3dbe-472a-8678-cdd413e538a6	movie	simple_w_condition	static	03/10/2024, 23:33:18 PT	who directed the original the italian job?	peter collinson	[]	"[""0045efd0-3dbe-472a-8678-cdd413e538a6__p0.html"", ""0045efd0-3dbe-472a-8678-cdd413e538a6__p1.html"", ""0045efd0-3dbe-472a-8678-cdd413e538a6__p2.html"", ""0045efd0-3dbe-472a-8678-cdd413e538a6__p3.html"", ""0045efd0-3dbe-472a-8678-cdd413e538a6__p4.html""]"
d8c8960a-b03c-47c8-8010-d8f710e0aaf4	finance	false_premise	static	03/17/2024, 16:51:58 PT	what is the price of apple stock when they split the stock for the 10th time	invalid question	[]	"[""d8c8960a-b03c-47c8-8010-d8f710e0aaf4__p0.html"", ""d8c8960a-b03c-47c8-8010-d8f710e0aaf4__p1.html"", ""d8c8960a-b03c-47c8-8010-d8f710e0aaf4__p2.html"", ""d8c8960a-b03c-47c8-8010-d8f710e0aaf4__p3.html"", ""d8c8960a-b03c-47c8-8010-d8f710e0aaf4__p4.html""]"
eaebaede-1574-457b-8b1f-447ce62c3e12	open	comparison	static	02/28/2024, 10:28:30 PT	what is the height difference between allal al fassi dam and foum gleita dam in meters?	23	[]	"[""eaebaede-1574-457b-8b1f-447ce62c3e12__p0.html"", ""eaebaede-1574-457b-8b1f-447ce62c3e12__p1.html"", ""eaebaede-1574-457b-8b1f-447ce62c3e12__p2.html"", ""eaebaede-1574-457b-8b1f-447ce62c3e12__p3.html"", ""eaebaede-1574-457b-8b1f-447ce62c3e12__p4.html""]"
5210df0b-2b03-42c4-8766-82f4c06af208	sports	simple_w_condition	static	03/13/2024, 09:12:41 PT	which player has the most consecutive stolen bases in mlb history without being caught since 1980?	vince coleman has the most consecutive stolen bases in mlb history without being caught, with 50 stolen bases.	"[""vince coleman""]"	"[""5210df0b-2b03-42c4-8766-82f4c06af208__p0.html"", ""5210df0b-2b03-42c4-8766-82f4c06af208__p1.html"", ""5210df0b-2b03-42c4-8766-82f4c06af208__p2.html"", ""5210df0b-2b03-42c4-8766-82f4c06af208__p3.html"", ""5210df0b-2b03-42c4-8766-82f4c06af208__p4.html""]"
9b209cc7-0b2f-4793-a28c-5c14cc52e32f	sports	comparison	static	03/15/2024, 17:04:18 PT	in the 2023-01 season, did houston rockets score more points than los angeles lakers?	no	[]	"[""9b209cc7-0b2f-4793-a28c-5c14cc52e32f__p0.html"", ""9b209cc7-0b2f-4793-a28c-5c14cc52e32f__p1.html"", ""9b209cc7-0b2f-4793-a28c-5c14cc52e32f__p2.html"", ""9b209cc7-0b2f-4793-a28c-5c14cc52e32f__p3.html"", ""9b209cc7-0b2f-4793-a28c-5c14cc52e32f__p4.html""]"
08d2c81b-f627-4de9-a142-fdd585f45cd6	sports	simple	slow-changing	03/12/2024, 12:30:53 PT	how much does a super bowl ad cost?	~$7 million for 30 seconds of ad time.	"[""over $5 million for 30 seconds.""]"	"[""08d2c81b-f627-4de9-a142-fdd585f45cd6__p0.html"", ""08d2c81b-f627-4de9-a142-fdd585f45cd6__p1.html"", ""08d2c81b-f627-4de9-a142-fdd585f45cd6__p2.html"", ""08d2c81b-f627-4de9-a142-fdd585f45cd6__p3.html"", ""08d2c81b-f627-4de9-a142-fdd585f45cd6__p4.html""]"
34d4f024-eafe-46f5-833b-5deaa42baa29	open	simple_w_condition	static	03/17/2024, 16:37:29 PT	what charity did lady gaga co-founded with her mother?	born this way foundation	[]	"[""34d4f024-eafe-46f5-833b-5deaa42baa29__p0.html"", ""34d4f024-eafe-46f5-833b-5deaa42baa29__p1.html"", ""34d4f024-eafe-46f5-833b-5deaa42baa29__p2.html"", ""34d4f024-eafe-46f5-833b-5deaa42baa29__p3.html"", ""34d4f024-eafe-46f5-833b-5deaa42baa29__p4.html""]"
8a5b909a-b5da-499a-b729-7c49ad5274b3	movie	simple	static	03/19/2024, 23:37:22 PT	what was the global box office income for we bought a zoo?	120081841	[]	"[""8a5b909a-b5da-499a-b729-7c49ad5274b3__p0.html"", ""8a5b909a-b5da-499a-b729-7c49ad5274b3__p1.html"", ""8a5b909a-b5da-499a-b729-7c49ad5274b3__p2.html"", ""8a5b909a-b5da-499a-b729-7c49ad5274b3__p3.html"", ""8a5b909a-b5da-499a-b729-7c49ad5274b3__p4.html""]"
787795e8-14c5-4f9a-8a8f-4a39030340e7	open	set	static	02/26/2024, 23:48:09 PT	what are the 4 smallest cities in the usa?	the smallest cities in the us are hibbert's gore, monowi, hillsview and luckenbach.	[]	"[""787795e8-14c5-4f9a-8a8f-4a39030340e7__p0.html"", ""787795e8-14c5-4f9a-8a8f-4a39030340e7__p1.html"", ""787795e8-14c5-4f9a-8a8f-4a39030340e7__p2.html"", ""787795e8-14c5-4f9a-8a8f-4a39030340e7__p3.html"", ""787795e8-14c5-4f9a-8a8f-4a39030340e7__p4.html""]"
14dd8600-6eea-45f2-9519-c28ec8abb451	sports	simple_w_condition	static	03/13/2024, 09:12:58 PT	which goalie has the most career wins in the nhl who have never won the vezina trophy?	roberto luongo has the most career wins in the nhl among players who have never won the vezina trophy, with 489 wins.	[]	"[""14dd8600-6eea-45f2-9519-c28ec8abb451__p0.html"", ""14dd8600-6eea-45f2-9519-c28ec8abb451__p1.html"", ""14dd8600-6eea-45f2-9519-c28ec8abb451__p2.html"", ""14dd8600-6eea-45f2-9519-c28ec8abb451__p3.html"", ""14dd8600-6eea-45f2-9519-c28ec8abb451__p4.html""]"
e4d0074b-af04-4acd-80b3-30745e6a0d16	open	false_premise	static	03/13/2024, 08:37:08 PT	what is the name of ryan gosling's upcoming tequila brand?	invalid question	[]	"[""e4d0074b-af04-4acd-80b3-30745e6a0d16__p0.html"", ""e4d0074b-af04-4acd-80b3-30745e6a0d16__p1.html"", ""e4d0074b-af04-4acd-80b3-30745e6a0d16__p2.html"", ""e4d0074b-af04-4acd-80b3-30745e6a0d16__p3.html"", ""e4d0074b-af04-4acd-80b3-30745e6a0d16__p4.html""]"
6725c1f2-2e94-4750-b033-8c9536b7dba7	finance	simple_w_condition	fast-changing	02/23/2024, 15:00:02 PT	on the last trading day, what were the daily low and high of nuw?	$13.83, $13.95	[]	"[""6725c1f2-2e94-4750-b033-8c9536b7dba7__p0.html"", ""6725c1f2-2e94-4750-b033-8c9536b7dba7__p1.html"", ""6725c1f2-2e94-4750-b033-8c9536b7dba7__p2.html"", ""6725c1f2-2e94-4750-b033-8c9536b7dba7__p3.html"", ""6725c1f2-2e94-4750-b033-8c9536b7dba7__p4.html""]"
e004684d-5700-47c4-94be-ca1769435317	open	aggregation	slow-changing	03/17/2024, 16:40:10 PT	how many total albums harry styles release as a solo artist	3	[]	"[""e004684d-5700-47c4-94be-ca1769435317__p0.html"", ""e004684d-5700-47c4-94be-ca1769435317__p1.html"", ""e004684d-5700-47c4-94be-ca1769435317__p2.html"", ""e004684d-5700-47c4-94be-ca1769435317__p3.html"", ""e004684d-5700-47c4-94be-ca1769435317__p4.html""]"
8b3ee5e1-386d-4751-8313-4862433798fe	sports	set	static	03/17/2024, 16:58:40 PT	who are some notable nba draft picks from 2011?	kyrie irving, klay thompson, and kawhi leonard are some notable draft picks from 2011	"[""kawhi leonard, kyrie irving, klay thompson, jimmy butler, kemba walker, nikola vucevic, tobias harris, bojan bogdanovic, and isaiah thomas were notable nba draft picks from 2011.""]"	"[""8b3ee5e1-386d-4751-8313-4862433798fe__p0.html"", ""8b3ee5e1-386d-4751-8313-4862433798fe__p1.html"", ""8b3ee5e1-386d-4751-8313-4862433798fe__p2.html"", ""8b3ee5e1-386d-4751-8313-4862433798fe__p3.html"", ""8b3ee5e1-386d-4751-8313-4862433798fe__p4.html""]"
3f1c6517-d766-42bb-a9f4-3f31d6080190	music	post-processing	slow-changing	03/05/2024, 23:26:49 PT	what's the ratio that apple music pays artists per stream compared to  spotify?	apple music pays artists around 1.94 times for a stream on average than spotify.	[]	"[""3f1c6517-d766-42bb-a9f4-3f31d6080190__p0.html"", ""3f1c6517-d766-42bb-a9f4-3f31d6080190__p1.html"", ""3f1c6517-d766-42bb-a9f4-3f31d6080190__p2.html"", ""3f1c6517-d766-42bb-a9f4-3f31d6080190__p3.html""]"
cadf9a62-defd-46b2-9758-086bc16b864f	open	multi-hop	static	03/11/2024, 05:28:34 PT	how long is the longest route in the us?	us route 20, the longest route in the us, is about 3,365 miles long.	[]	"[""cadf9a62-defd-46b2-9758-086bc16b864f__p0.html"", ""cadf9a62-defd-46b2-9758-086bc16b864f__p1.html"", ""cadf9a62-defd-46b2-9758-086bc16b864f__p2.html"", ""cadf9a62-defd-46b2-9758-086bc16b864f__p3.html"", ""cadf9a62-defd-46b2-9758-086bc16b864f__p4.html""]"
d08e40e3-86ee-407c-89a2-1f7105aa285f	sports	simple_w_condition	static	03/15/2024, 16:01:14 PT	on 2022-10-11, how many points did bulls put up in their game?	127	[]	"[""d08e40e3-86ee-407c-89a2-1f7105aa285f__p0.html"", ""d08e40e3-86ee-407c-89a2-1f7105aa285f__p1.html"", ""d08e40e3-86ee-407c-89a2-1f7105aa285f__p2.html"", ""d08e40e3-86ee-407c-89a2-1f7105aa285f__p3.html"", ""d08e40e3-86ee-407c-89a2-1f7105aa285f__p4.html""]"
2d8bdc48-5286-4e13-aac5-2aeb0f089d12	movie	simple	slow-changing	03/19/2024, 23:28:25 PT	for the god makers ii, what was the original language used?	en	[]	"[""2d8bdc48-5286-4e13-aac5-2aeb0f089d12__p0.html"", ""2d8bdc48-5286-4e13-aac5-2aeb0f089d12__p1.html"", ""2d8bdc48-5286-4e13-aac5-2aeb0f089d12__p2.html"", ""2d8bdc48-5286-4e13-aac5-2aeb0f089d12__p3.html"", ""2d8bdc48-5286-4e13-aac5-2aeb0f089d12__p4.html""]"
fab53292-d446-4ea1-aeb3-bd24c03cc264	sports	aggregation	static	03/15/2024, 16:42:00 PT	how many times was portland trail blazers on the losing side as the home team during 2023-01?	5	[]	"[""fab53292-d446-4ea1-aeb3-bd24c03cc264__p0.html"", ""fab53292-d446-4ea1-aeb3-bd24c03cc264__p1.html"", ""fab53292-d446-4ea1-aeb3-bd24c03cc264__p2.html"", ""fab53292-d446-4ea1-aeb3-bd24c03cc264__p3.html"", ""fab53292-d446-4ea1-aeb3-bd24c03cc264__p4.html""]"
db934245-39f4-4a67-9c75-71037d6d592e	finance	false_premise	static	03/13/2024, 09:02:13 PT	which five states had successfully implemented an hourly minimum wage of $18 or higher in 2023?	invalid question	[]	"[""db934245-39f4-4a67-9c75-71037d6d592e__p0.html"", ""db934245-39f4-4a67-9c75-71037d6d592e__p1.html"", ""db934245-39f4-4a67-9c75-71037d6d592e__p2.html"", ""db934245-39f4-4a67-9c75-71037d6d592e__p3.html"", ""db934245-39f4-4a67-9c75-71037d6d592e__p4.html""]"
6e0d7196-a7c9-4510-b07b-d28398d19b89	music	aggregation	static	03/05/2024, 23:22:29 PT	how many songs are on taylor swift's 1989 (taylor's version) album?	21 songs	[]	"[""6e0d7196-a7c9-4510-b07b-d28398d19b89__p0.html"", ""6e0d7196-a7c9-4510-b07b-d28398d19b89__p1.html"", ""6e0d7196-a7c9-4510-b07b-d28398d19b89__p2.html"", ""6e0d7196-a7c9-4510-b07b-d28398d19b89__p3.html"", ""6e0d7196-a7c9-4510-b07b-d28398d19b89__p4.html""]"
b8e81474-d076-45c2-86da-87cf81fd5326	music	simple	static	03/12/2024, 12:29:17 PT	what is the name of travis scott's latest album?	utopia	[]	"[""b8e81474-d076-45c2-86da-87cf81fd5326__p0.html"", ""b8e81474-d076-45c2-86da-87cf81fd5326__p1.html"", ""b8e81474-d076-45c2-86da-87cf81fd5326__p2.html"", ""b8e81474-d076-45c2-86da-87cf81fd5326__p3.html"", ""b8e81474-d076-45c2-86da-87cf81fd5326__p4.html""]"
